revision;file;methodsignature;leftbody;basebody;rightbody
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_889db1c_34f4ca7/rev_889db1c-34f4ca7;/src/test/java/org/elasticsearch/discovery/ZenUnicastDiscoveryTests;nodeSettings(int);        ImmutableSettings.Builder builder = ImmutableSettings.settingsBuilder()
                .put(super.nodeSettings(nodeOrdinal))
                .put("discovery.type", "zen")
                .put("discovery.zen.ping.multicast.enabled", false)
                .put("http.enabled", false); // just to make test quicker
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_3bb8ff2_528f648/rev_3bb8ff2-528f648;/src/main/java/org/elasticsearch/search/aggregations/AggregatorParsers;parseAggregators(XContentParser,SearchContext,int);            if (aggFactory == null && reducerFactory == null) {
                throw new SearchParseException(context, "Missing definition for aggregation [" + aggregationName + "]");
            } else if (aggFactory != null) {
                assert reducerFactory == null;
                if (metaData != null) {
                    aggFactory.setMetaData(metaData);
                };            if (factory == null) {
                throw new SearchParseException(context, "Missing definition for aggregation [" + aggregationName + "]");
            };            if (factory == null) {
                throw new SearchParseException(context, "Missing definition for aggregation [" + aggregationName + "]",
                        parser.getTokenLocation());
            }
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_3bb8ff2_528f648/rev_3bb8ff2-528f648;/src/main/java/org/elasticsearch/search/aggregations/AggregationModule;AggregationModule();        aggParsers.add(GlobalParser.class);
        aggParsers.add(MissingParser.class);
        aggParsers.add(FilterParser.class);
        aggParsers.add(FiltersParser.class);
        aggParsers.add(TermsParser.class);
        aggParsers.add(SignificantTermsParser.class);
        aggParsers.add(RangeParser.class);
        aggParsers.add(DateRangeParser.class);
        aggParsers.add(IpRangeParser.class);
        aggParsers.add(HistogramParser.class);
        aggParsers.add(DateHistogramParser.class);
        aggParsers.add(GeoDistanceParser.class);
        aggParsers.add(GeoHashGridParser.class);
        aggParsers.add(NestedParser.class);
        aggParsers.add(ReverseNestedParser.class);
        aggParsers.add(TopHitsParser.class);
        aggParsers.add(GeoBoundsParser.class);
        aggParsers.add(ScriptedMetricParser.class);
        aggParsers.add(ChildrenParser.class);

        reducerParsers.add(DerivativeParser.class);
        reducerParsers.add(MaxBucketParser.class);
        reducerParsers.add(MovAvgParser.class);;        parsers.add(GlobalParser.class);
        parsers.add(MissingParser.class);
        parsers.add(FilterParser.class);
        parsers.add(FiltersParser.class);
        parsers.add(TermsParser.class);
        parsers.add(SignificantTermsParser.class);
        parsers.add(RangeParser.class);
        parsers.add(DateRangeParser.class);
        parsers.add(IpRangeParser.class);
        parsers.add(HistogramParser.class);
        parsers.add(DateHistogramParser.class);
        parsers.add(GeoDistanceParser.class);
        parsers.add(GeoHashGridParser.class);
        parsers.add(NestedParser.class);
        parsers.add(ReverseNestedParser.class);
        parsers.add(TopHitsParser.class);
        parsers.add(GeoBoundsParser.class);
        parsers.add(ScriptedMetricParser.class);
        parsers.add(ChildrenParser.class);;        parsers.add(GlobalParser.class);
        parsers.add(MissingParser.class);
        parsers.add(FilterParser.class);
        parsers.add(FiltersParser.class);
        parsers.add(SamplerParser.class);
        parsers.add(TermsParser.class);
        parsers.add(SignificantTermsParser.class);
        parsers.add(RangeParser.class);
        parsers.add(DateRangeParser.class);
        parsers.add(IpRangeParser.class);
        parsers.add(HistogramParser.class);
        parsers.add(DateHistogramParser.class);
        parsers.add(GeoDistanceParser.class);
        parsers.add(GeoHashGridParser.class);
        parsers.add(NestedParser.class);
        parsers.add(ReverseNestedParser.class);
        parsers.add(TopHitsParser.class);
        parsers.add(GeoBoundsParser.class);
        parsers.add(ScriptedMetricParser.class);
        parsers.add(ChildrenParser.class);
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_61e9461_59d9f7e/rev_61e9461-59d9f7e;/src/main/java/org/elasticsearch/index/query/TemplateQueryBuilder;doXContent(XContentBuilder,Params);    protected void doXContent(XContentBuilder builder, Params params) throws IOException {
        builder.startObject(NAME);
        String fieldname;
        switch(templateType){
            case FILE:
                fieldname = "file";
                break;
            case INDEXED:
                fieldname = "id";
                break;
            case INLINE:
                fieldname = TemplateQueryParser.QUERY;
                break;
            default:
                throw new IllegalArgumentException("Unknown template type " + templateType);;    protected void doXContent(XContentBuilder builder, Params params) throws IOException {
        builder.startObject(TemplateQueryParser.NAME);
        String fieldname;
        switch(templateType){
            case FILE:
                fieldname = "file";
                break;
            case INDEXED:
                fieldname = "id";
                break;
            case INLINE:
                fieldname = TemplateQueryParser.QUERY;
                break;
            default:
                throw new IllegalArgumentException("Unknown template type " + templateType);;    protected void doXContent(XContentBuilder builder, Params builderParams) throws IOException {
        builder.field(TemplateQueryParser.NAME);
        if (template == null) {
            new Template(templateString, templateType, null, null, this.vars).toXContent(builder, builderParams);
        } else {
            template.toXContent(builder, builderParams);
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_1f2c42f_59d9f7e/rev_1f2c42f-59d9f7e;/src/test/java/org/elasticsearch/index/mapper/update/UpdateMappingTests;testTimestampParsing();        assertTrue(documentMapper.timestampFieldMapper().fieldType().hasDocValues());
        documentMapper = indexService.mapperService().parse("type", new CompressedString(documentMapper.mappingSource().string()), true);;        assertTrue(documentMapper.timestampFieldMapper().hasDocValues());
        documentMapper = indexService.mapperService().parse("type", new CompressedString(documentMapper.mappingSource().string()), true);;        assertTrue(documentMapper.timestampFieldMapper().hasDocValues());
        documentMapper = indexService.mapperService().parse("type", new CompressedXContent(documentMapper.mappingSource().string()), true);
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_33668a8_f4a143d/rev_33668a8-f4a143d;/core/src/main/java/org/elasticsearch/index/query/PrefixQueryBuilder;doXContent(XContentBuilder,Params);        builder.startObject(NAME);
        if (boost == -1 && rewrite == null && queryName != null) {;        builder.startObject(PrefixQueryParser.NAME);
        if (boost == -1 && rewrite == null && queryName != null) {;        builder.startObject(PrefixQueryParser.NAME);
        if (boost == -1 && rewrite == null && queryName == null) {
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_33668a8_f4a143d/rev_33668a8-f4a143d;/core/src/main/java/org/elasticsearch/index/query/FuzzyQueryBuilder;doXContent(XContentBuilder,Params);        builder.startObject(NAME);
        if (boost == -1 && fuzziness == null && prefixLength == null && queryName != null) {
            builder.field(name, value);
        } else {
            builder.startObject(name);
            builder.field("value", value);
            if (boost != -1) {
                builder.field("boost", boost);
            }
            if (transpositions != null) {
                builder.field("transpositions", transpositions);
            }
            if (fuzziness != null) {
                fuzziness.toXContent(builder, params);
            }
            if (prefixLength != null) {
                builder.field("prefix_length", prefixLength);
            }
            if (maxExpansions != null) {
                builder.field("max_expansions", maxExpansions);
            }
            if (rewrite != null) {
                builder.field("rewrite", rewrite);
            }
            if (queryName != null) {
                builder.field("_name", queryName);
            }
            builder.endObject();;        builder.startObject(FuzzyQueryParser.NAME);
        if (boost == -1 && fuzziness == null && prefixLength == null && queryName != null) {
            builder.field(name, value);
        } else {
            builder.startObject(name);
            builder.field("value", value);
            if (boost != -1) {
                builder.field("boost", boost);
            }
            if (transpositions != null) {
                builder.field("transpositions", transpositions);
            }
            if (fuzziness != null) {
                fuzziness.toXContent(builder, params);
            }
            if (prefixLength != null) {
                builder.field("prefix_length", prefixLength);
            }
            if (maxExpansions != null) {
                builder.field("max_expansions", maxExpansions);
            }
            if (rewrite != null) {
                builder.field("rewrite", rewrite);
            }
            if (queryName != null) {
                builder.field("_name", queryName);
            }
            builder.endObject();;        builder.startObject(FuzzyQueryParser.NAME);
        builder.startObject(name);
        builder.field("value", value);
        if (boost != -1) {
            builder.field("boost", boost);
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_33668a8_f4a143d/rev_33668a8-f4a143d;/core/src/main/java/org/elasticsearch/index/query/WildcardQueryBuilder;doXContent(XContentBuilder,Params);        builder.startObject(NAME);
        if (boost == -1 && rewrite == null && queryName != null) {;        builder.startObject(WildcardQueryParser.NAME);
        if (boost == -1 && rewrite == null && queryName != null) {;        builder.startObject(WildcardQueryParser.NAME);
        if (boost == -1 && rewrite == null && queryName == null) {
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_33668a8_f4a143d/rev_33668a8-f4a143d;/core/src/main/java/org/elasticsearch/index/query/RegexpQueryBuilder;doXContent(XContentBuilder,Params);        builder.startObject(NAME);
        if (boost == -1 && rewrite == null && queryName != null) {
            builder.field(name, regexp);
        } else {
            builder.startObject(name);
            builder.field("value", regexp);
            if (flags != -1) {
                builder.field("flags_value", flags);
            }
            if (maxDetermizedStatesSet) {
                builder.field("max_determinized_states", maxDeterminizedStates);
            }
            if (boost != -1) {
                builder.field("boost", boost);
            }
            if (rewrite != null) {
                builder.field("rewrite", rewrite);
            }
            if (queryName != null) {
                builder.field("name", queryName);
            }
            builder.endObject();;        builder.startObject(RegexpQueryParser.NAME);
        if (boost == -1 && rewrite == null && queryName != null) {
            builder.field(name, regexp);
        } else {
            builder.startObject(name);
            builder.field("value", regexp);
            if (flags != -1) {
                builder.field("flags_value", flags);
            }
            if (maxDetermizedStatesSet) {
                builder.field("max_determinized_states", maxDeterminizedStates);
            }
            if (boost != -1) {
                builder.field("boost", boost);
            }
            if (rewrite != null) {
                builder.field("rewrite", rewrite);
            }
            if (queryName != null) {
                builder.field("name", queryName);
            }
            builder.endObject();;        builder.startObject(RegexpQueryParser.NAME);
        builder.startObject(name);
        builder.field("value", regexp);
        if (flags != -1) {
            builder.field("flags_value", flags);
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_9d47e80_f5f7325/rev_9d47e80-f5f7325;/core/src/main/java/org/elasticsearch/index/query/RangeQueryBuilder;doXContent(XContentBuilder,Params);        if (format != null) {
            builder.field("format", format);;        builder.field("include_lower", includeLower);
        builder.field("include_upper", includeUpper);
        if (boost != -1) {
            builder.field("boost", boost);;        if (format != null) {
            builder.field("format", format);
        }
        builder.field("include_lower", includeLower);
        builder.field("include_upper", includeUpper);
        if (boost != -1) {
            builder.field("boost", boost);
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_53f6bf0_ed561cd/rev_53f6bf0-ed561cd;/core/src/main/java/org/elasticsearch/transport/netty/MessageChannelHandler;messageReceived(ChannelHandlerContext,MessageEvent);            wrappedStream = compressor.streamInput(streamIn);
        } else {
            wrappedStream = streamIn;
        }
        wrappedStream = new FilterStreamInput(wrappedStream, namedWriteableRegistry);
        wrappedStream.setVersion(version);;            wrappedStream = compressor.streamInput(streamIn);
        } else {
            wrappedStream = streamIn;
        }
        wrappedStream.setVersion(version);;            wrappedStream.setVersion(version);
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_4b071f8_6765635/rev_4b071f8-6765635;/core/src/main/java/org/elasticsearch/transport/netty/MessageChannelHandler;messageReceived(ChannelHandlerContext,MessageEvent);            wrappedStream = new FilterStreamInput(wrappedStream, namedWriteableRegistry);
            wrappedStream.setVersion(version);;            wrappedStream.setVersion(version);;            streamIn.setVersion(version);
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_a0cccec_a6c0007/rev_a0cccec-a6c0007;/core/src/main/java/org/elasticsearch/index/query/FuzzyQueryParser;parse(QueryParseContext);        String value = null;
        float boost = AbstractQueryBuilder.DEFAULT_BOOST;;        String value = null;
        float boost = 1.0f;;        Object value = null;
        float boost = 1.0f;
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_a0cccec_a6c0007/rev_a0cccec-a6c0007;/core/src/main/java/org/elasticsearch/index/query/RegexpQueryParser;parse(QueryParseContext);        float boost = AbstractQueryBuilder.DEFAULT_BOOST;
        int flagsValue = -1;;        float boost = 1.0f;
        int flagsValue = -1;;        float boost = 1.0f;
        int flagsValue = DEFAULT_FLAGS_VALUE;
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_ac92ad6_964a849/rev_ac92ad6-964a849;/core/src/main/java/org/elasticsearch/index/query/PrefixQueryParser;parse(QueryParseContext);        Object value = null;
        float boost = AbstractQueryBuilder.DEFAULT_BOOST;;        Object value = null;
        float boost = 1.0f;;        String value = null;
        float boost = 1.0f;
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_ac92ad6_964a849/rev_ac92ad6-964a849;/core/src/main/java/org/elasticsearch/index/query/RegexpQueryParser;parse(QueryParseContext);        Object value = null;
        float boost = AbstractQueryBuilder.DEFAULT_BOOST;;        Object value = null;
        float boost = 1.0f;;        String value = null;
        float boost = 1.0f;
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_3d53413_20faccc/rev_3d53413-20faccc;/core/src/test/java/org/elasticsearch/aliases/IndexAliasesTests;testSameAlias();        AliasMetaData aliasMetaData = internalCluster().clusterService().state().metaData().aliases().get("alias1").get("test");
        assertThat(aliasMetaData.getFilter().toString(), equalTo("{\"term\":{\"name\":{\"value\":\"bar\",\"boost\":1.0}}}"));;        AliasMetaData aliasMetaData = internalCluster().clusterService().state().metaData().aliases().get("alias1").get("test");
        assertThat(aliasMetaData.getFilter().toString(), equalTo("{\"term\":{\"name\":\"bar\"}}"));;        AliasMetaData aliasMetaData = ((AliasOrIndex.Alias) internalCluster().clusterService().state().metaData().getAliasAndIndexLookup().get("alias1")).getFirstAliasMetaData();
        assertThat(aliasMetaData.getFilter().toString(), equalTo("{\"term\":{\"name\":\"bar\"}}"));
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_be638fb_4010e7e/rev_be638fb-4010e7e;/plugins/analysis-kuromoji/src/test/java/org/elasticsearch/index/analysis/KuromojiAnalysisTests;createAnalysisService();public AnalysisService createAnalysisService() throws IOException {
        InputStream empty_dict = getClass().getResourceAsStream("empty_user_dict.txt");
        InputStream dict = getClass().getResourceAsStream("user_dict.txt");
        Path home = createTempDir();
        Path config = home.resolve("config");
        Files.createDirectory(config);
        Files.copy(empty_dict, config.resolve("empty_user_dict.txt"));
        Files.copy(dict, config.resolve("user_dict.txt"));;public AnalysisService createAnalysisService() {;public AnalysisService createAnalysisService() {
        String json = "/org/elasticsearch/index/analysis/kuromoji_analysis.json";
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_be638fb_4010e7e/rev_be638fb-4010e7e;/plugins/analysis-kuromoji/src/test/java/org/elasticsearch/index/analysis/KuromojiAnalysisTests;createAnalysisService();                .put("path.home", home)
                .loadFromClasspath("org/elasticsearch/index/analysis/kuromoji_analysis.json");                .put("path.home", createTempDir())
                .loadFromClasspath("org/elasticsearch/index/analysis/kuromoji_analysis.json");                .put("path.home", createTempDir())
                .loadFromStream(json, getClass().getResourceAsStream(json))
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_be638fb_4010e7e/rev_be638fb-4010e7e;/core/src/test/java/org/elasticsearch/index/analysis/commongrams/CommonGramsTokenFilterFactoryTests;testCommonGramsAnalysis();                     .loadFromClasspath("org/elasticsearch/index/analysis/commongrams/commongrams.json")
                     .put("path.home", createHome());                     .loadFromClasspath("org/elasticsearch/index/analysis/commongrams/commongrams.json")
                     .put("path.home", createTempDir().toString());                     .loadFromStream(json, getClass().getResourceAsStream(json))
                     .put("path.home", createTempDir().toString())
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_be638fb_4010e7e/rev_be638fb-4010e7e;/core/src/test/java/org/elasticsearch/index/analysis/synonyms/SynonymsAnalysisTest;testSynonymsAnalysis();                loadFromClasspath("org/elasticsearch/index/analysis/synonyms/synonyms.json")
                .put("path.home", home);                loadFromClasspath("org/elasticsearch/index/analysis/synonyms/synonyms.json")
                .put("path.home", createTempDir().toString());                loadFromStream(json, getClass().getResourceAsStream(json))
                .put("path.home", createTempDir().toString())
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_260a929_34635a4/rev_260a929-34635a4;/core/src/main/java/org/elasticsearch/index/query/GeoDistanceQueryBuilder;doXContent(XContentBuilder,Params);        printBoostAndQueryName(builder);;        if (queryName != null) {
            builder.field("_name", queryName);
        };        if (queryName != null) {
            builder.field("_name", queryName);
        }
        if (coerce != null) {
            builder.field("coerce", coerce);
        }
        if (ignoreMalformed != null) {
            builder.field("ignore_malformed", ignoreMalformed);
        }
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_260a929_34635a4/rev_260a929-34635a4;/core/src/main/java/org/elasticsearch/index/query/GeoDistanceRangeQueryBuilder;doXContent(XContentBuilder,Params);        printBoostAndQueryName(builder);;        if (queryName != null) {
            builder.field("_name", queryName);
        };        if (queryName != null) {
            builder.field("_name", queryName);
        }
        if (coerce != null) {
            builder.field("coerce", coerce);
        }
        if (ignoreMalformed != null) {
            builder.field("ignore_malformed", ignoreMalformed);
        }
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_260a929_34635a4/rev_260a929-34635a4;/core/src/main/java/org/elasticsearch/index/query/GeoPolygonQueryBuilder;doXContent(XContentBuilder,Params);        printBoostAndQueryName(builder);;        if (queryName != null) {
            builder.field("_name", queryName);
        };        if (queryName != null) {
            builder.field("_name", queryName);
        }
        if (coerce != null) {
            builder.field("coerce", coerce);
        }
        if (ignoreMalformed != null) {
            builder.field("ignore_malformed", ignoreMalformed);
        }
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_084a610_db5e225/rev_084a610-db5e225;/core/src/main/java/org/elasticsearch/index/query/NestedQueryParser;build();                ParsedQuery parsedQuery = new ParsedQuery(innerQuery, shardContext.copyNamedQueries());
                InnerHitsContext.NestedInnerHits nestedInnerHits = new InnerHitsContext.NestedInnerHits(innerHits.v2(), parsedQuery, null, getParentObjectMapper(), nestedObjectMapper);
                String name = innerHits.v1() != null ? innerHits.v1() : path;
                shardContext.addInnerHits(name, nestedInnerHits);;                ParsedQuery parsedQuery = new ParsedQuery(innerQuery, parseContext.copyNamedQueries());
                InnerHitsContext.NestedInnerHits nestedInnerHits = new InnerHitsContext.NestedInnerHits(innerHits.v2(), parsedQuery, null, getParentObjectMapper(), nestedObjectMapper);
                String name = innerHits.v1() != null ? innerHits.v1() : path;
                parseContext.addInnerHits(name, nestedInnerHits);;                ParsedQuery parsedQuery = new ParsedQuery(innerQuery, parseContext.copyNamedQueries());
                InnerHitsContext.NestedInnerHits nestedInnerHits = new InnerHitsContext.NestedInnerHits(innerHits.getSubSearchContext(), parsedQuery, null, getParentObjectMapper(), nestedObjectMapper);
                String name = innerHits.getName() != null ? innerHits.getName() : path;
                parseContext.addInnerHits(name, nestedInnerHits);
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_95e8a39_fafeb3a/rev_95e8a39-fafeb3a;/core/src/main/java/org/elasticsearch/rest/action/bulk/RestBulkAction;handleRequest(RestRequest,RestChannel,Client);                    builder.startObject(itemResponse.getOpType());
                    if (itemResponse.isFailed()) {
                        builder.field(Fields._INDEX, itemResponse.getIndex());
                        builder.field(Fields._TYPE, itemResponse.getType());
                        builder.field(Fields._ID, itemResponse.getId());
                        builder.field(Fields.STATUS, itemResponse.getFailure().getStatus().getStatus());
                        builder.startObject(Fields.ERROR);
                        ElasticsearchException.toXContent(builder, request, itemResponse.getFailure().getCause());
                        builder.endObject();
                    } else {
                        final DocWriteResponse docResponse = itemResponse.getResponse();
                        docResponse.toXContent(builder, request);
                        RestStatus status = docResponse.getShardInfo().status();
                        if (docResponse instanceof DeleteResponse) {
                            DeleteResponse deleteResponse = (DeleteResponse) docResponse;
                            if (deleteResponse.isFound() == false) {
                                status = RestStatus.NOT_FOUND;
                            }
                        } else if (docResponse instanceof IndexResponse) {
                            IndexResponse indexResponse = (IndexResponse) docResponse;
                            if (indexResponse.isCreated()) {
                                status = RestStatus.CREATED;
                            }
                        } else if (docResponse instanceof UpdateResponse) {
                            UpdateResponse updateResponse = (UpdateResponse) docResponse;
                            if (updateResponse.isCreated()) {
                                status = RestStatus.CREATED;
                            }
                        }
                        builder.field(Fields.STATUS, status.getStatus());
                    }
                    builder.endObject();;                    builder.startObject(itemResponse.getOpType());
                    builder.field(Fields._INDEX, itemResponse.getIndex());
                    builder.field(Fields._TYPE, itemResponse.getType());
                    builder.field(Fields._ID, itemResponse.getId());
                    long version = itemResponse.getVersion();
                    if (version != -1) {
                        builder.field(Fields._VERSION, itemResponse.getVersion());
                    }
                    if (itemResponse.isFailed()) {
                        builder.field(Fields.STATUS, itemResponse.getFailure().getStatus().getStatus());
                        builder.startObject(Fields.ERROR);
                        ElasticsearchException.toXContent(builder, request, itemResponse.getFailure().getCause());
                        builder.endObject();
                    } else {
                        ActionWriteResponse.ShardInfo shardInfo = itemResponse.getResponse().getShardInfo();
                        shardInfo.toXContent(builder, request);
                        if (itemResponse.getResponse() instanceof DeleteResponse) {
                            DeleteResponse deleteResponse = itemResponse.getResponse();
                            if (deleteResponse.isFound()) {
                                builder.field(Fields.STATUS, shardInfo.status().getStatus());
                            } else {
                                builder.field(Fields.STATUS, RestStatus.NOT_FOUND.getStatus());
                            }
                            builder.field(Fields.FOUND, deleteResponse.isFound());
                        } else if (itemResponse.getResponse() instanceof IndexResponse) {
                            IndexResponse indexResponse = itemResponse.getResponse();
                            if (indexResponse.isCreated()) {
                                builder.field(Fields.STATUS, RestStatus.CREATED.getStatus());
                            } else {
                                builder.field(Fields.STATUS, shardInfo.status().getStatus());
                            }
                        } else if (itemResponse.getResponse() instanceof UpdateResponse) {
                            UpdateResponse updateResponse = itemResponse.getResponse();
                            if (updateResponse.isCreated()) {
                                builder.field(Fields.STATUS, RestStatus.CREATED.getStatus());
                            } else {
                                builder.field(Fields.STATUS, shardInfo.status().getStatus());
                            }
                            if (updateResponse.getGetResult() != null) {
                                builder.startObject(Fields.GET);
                                updateResponse.getGetResult().toXContentEmbedded(builder, request);
                                builder.endObject();
                            }
                        }
                    }
                    builder.endObject();;                    itemResponse.toXContent(builder, request);
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_95e8a39_fafeb3a/rev_95e8a39-fafeb3a;/core/src/main/java/org/elasticsearch/cluster/routing/ShardRouting;buildTargetRelocatingShard();        return new ShardRouting(index, shardId, relocatingNodeId, currentNodeId, restoreSource, primaryTerm, primary, ShardRoutingState.INITIALIZING, version, unassignedInfo,
                AllocationId.newTargetRelocation(allocationId), true, expectedShardSize);;        return new ShardRouting(index, shardId, relocatingNodeId, currentNodeId, restoreSource, primary, ShardRoutingState.INITIALIZING, version, unassignedInfo,
                AllocationId.newTargetRelocation(allocationId), true, expectedShardSize);;        return new ShardRouting(index, shardId, relocatingNodeId, currentNodeId, restoreSource, primary, ShardRoutingState.INITIALIZING, version, unassignedInfo,
            AllocationId.newTargetRelocation(allocationId), true, expectedShardSize);
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_95e8a39_fafeb3a/rev_95e8a39-fafeb3a;/core/src/main/java/org/elasticsearch/cluster/routing/ShardRouting;toXContent(XContentBuilder,Params);                .field("state", state())
                .field("primary", primary())
                .field("primary_term", primaryTerm())
                .field("node", currentNodeId())
                .field("relocating_node", relocatingNodeId())
                .field("shard", shardId().id())
                .field("index", shardId().index().name())
                .field("version", version);
        if (expectedShardSize != UNAVAILABLE_EXPECTED_SHARD_SIZE){;                .field("state", state())
                .field("primary", primary())
                .field("node", currentNodeId())
                .field("relocating_node", relocatingNodeId())
                .field("shard", shardId().id())
                .field("index", shardId().index().name())
                .field("version", version);
        if (expectedShardSize != UNAVAILABLE_EXPECTED_SHARD_SIZE){;            .field("state", state())
            .field("primary", primary())
            .field("node", currentNodeId())
            .field("relocating_node", relocatingNodeId())
            .field("shard", shardId().id())
            .field("index", shardId().index().name())
            .field("version", version);
        if (expectedShardSize != UNAVAILABLE_EXPECTED_SHARD_SIZE) {
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_ad7fec8_e9bb3d3/rev_ad7fec8-e9bb3d3;/core/src/test/java/org/elasticsearch/indices/analyze/HunspellServiceIT;testLocaleDirectoryWithNodeLevelConfig();                .put("path.conf", getDataPath("/indices/analyze/conf_dir"))
                .put(HUNSPELL_LAZY_LOAD.getKey(), randomBoolean())
                .put(HUNSPELL_IGNORE_CASE.getKey(), true);                .put("path.conf", getDataPath("/indices/analyze/conf_dir"))
                .put(HUNSPELL_LAZY_LOAD, randomBoolean())
                .put(HUNSPELL_IGNORE_CASE, true);                .put(Environment.PATH_CONF_SETTING.getKey(), getDataPath("/indices/analyze/conf_dir"))
                .put(HUNSPELL_LAZY_LOAD, randomBoolean())
                .put(HUNSPELL_IGNORE_CASE, true)
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_ad7fec8_e9bb3d3/rev_ad7fec8-e9bb3d3;/core/src/test/java/org/elasticsearch/indices/analyze/HunspellServiceIT;testLocaleDirectoryWithLocaleSpecificConfig();                .put("path.conf", getDataPath("/indices/analyze/conf_dir"))
